Record_ID,Department,Region,Month,Operational_Hours,Downtime_Hours,Maintenance_Cost_USD,Labor_Cost_USD,Material_Cost_USD,Energy_Cost_USD,Forecasted_Total_Cost_USD
REC005781,Logistics,Shanghai,2024-03,178.9,4.2,11187.77,2189.39,2929.68,1770.99,16848.517875036196
REC005782,Assembly,Shanghai,2024-06,145.7,6.5,11129.26,5318.14,2446.24,1921.69,24507.297423410826
REC005783,Logistics,Austin,2023-09,169.4,8.6,8669.13,5341.35,4968.86,2831.84,23621.986117678756
REC005784,Chassis,Austin,2023-08,151.9,0,10476.72,4618.54,3610.32,1532.69,22059.07671397388
REC005785,Battery,Shanghai,2023-10,165.8,4.5,18338.71,7466.11,4005.07,2411.77,32898.35097695923
REC005786,Battery,Berlin,2023-04,153.8,2.4,12066.9,6707.22,1820.5,2606.26,23834.769352031894
REC005787,Chassis,Fremont,2024-08,157,4.3,12936.96,4741.91,4546.05,3170.76,28496.01468007911
REC005788,Chassis,Berlin,2023-08,158,5.8,17656.97,6661.55,2252.23,981,24653.80139096444
REC005789,Assembly,Berlin,2023-01,173.6,9.8,4533.08,6955.67,2423.18,1700.25,16023.397417085886
REC005790,Chassis,Austin,2023-08,159.1,4.4,18462.05,4016.65,2069.85,1569.35,26929.47886704413
REC005791,Paint,Austin,2024-11,156.6,5.3,14237.15,3457.75,2940.7,1871.29,22664.411444354635
REC005792,Logistics,Austin,2023-12,159.2,3.2,8305.31,3182.54,3078.85,1923.26,20396.986337521994
REC005793,Logistics,Shanghai,2024-11,179,3.1,8279.15,6521.58,2815.02,1926.4,19059.540188896623
REC005794,Body,Shanghai,2024-03,165.6,3,14392.69,4492.28,3034.38,2472.77,22994.46662175251
REC005795,Chassis,Berlin,2024-01,153.9,3.6,14326.69,3920.8,1899.72,1778.73,24948.600339735392
REC005796,Chassis,Berlin,2024-04,175,4.1,13303.5,6444.14,3649.31,2297.47,30472.999138474814
REC005797,Paint,Fremont,2024-11,161.8,7.8,9157.36,4530.4,4962.01,2481.57,22257.576715623894
REC005798,Battery,Berlin,2024-06,151.4,4.3,12703.93,3438.92,2261.52,2424.19,21565.234071928196
REC005799,Battery,Berlin,2023-01,163.9,6.1,10066.43,7245.69,2171.56,2089.96,25851.955382424545
REC005800,Logistics,Austin,2024-05,158.5,5.6,11179.78,6587,2798.68,2550.41,25100.824695598087
REC005801,Logistics,Austin,2024-04,126.2,6.9,9041.23,4043.33,2739.81,1397.57,16090.825652009575
REC005802,Assembly,Austin,2024-11,163.3,1.2,9966.56,3856.37,1806.69,1586.57,17026.196169994677
REC005803,Paint,Austin,2023-05,149.2,5.7,5688.09,4736.09,1515.63,1657.27,14213.712991060178
REC005804,Body,Austin,2024-08,147.3,5.5,16509.97,5987.53,4204.99,2355.54,23290.757454921986
REC005805,Body,Fremont,2024-09,140.6,4.8,9468.85,6708.13,1173.25,2263.43,25212.482455177647
REC005806,Paint,Fremont,2023-10,161.3,7.2,16115.48,3377.86,3002.23,2740.42,24435.98118
REC005807,Body,Fremont,2023-06,158.5,4.8,10635.9,2559.47,1877.28,1474.12,15502.799294731858
REC005808,Battery,Austin,2023-12,169.5,6.8,10215.75,4690.37,4257.04,3347.33,22923.765088143362
REC005809,Body,Shanghai,2023-10,152,5.3,5739.06,3384.71,1634.13,2042.77,10173.255498836445
REC005810,Body,Austin,2024-10,155.2,5.5,17716.32,4588.23,2150.68,1637.46,27369.55165672119
REC005811,Paint,Austin,2024-05,179.8,5.6,15148.19,4095.75,1666.62,2732.84,27984.164990746678
REC005812,Paint,Fremont,2023-02,140.3,4.6,9160.48,2555.36,2219.72,2454.62,18169.58425034927
REC005813,Body,Austin,2024-07,172.2,8.1,14760.03,7546.17,1884.26,1947.83,26988.636511311885
REC005814,Chassis,Fremont,2024-08,152.2,7.2,15212.25,5189.59,3533,1751.25,22565.35378250975
REC005815,Paint,Austin,2023-06,191.1,4.9,12611.27,6308.54,3456.86,1742.55,21339.883068616946
REC005816,Assembly,Berlin,2024-01,167.2,5.3,12520.66,1705.9,5905.64,2155.75,21016.241582592902
REC005817,Assembly,Shanghai,2023-09,153.7,6,11961.98,3892.2,963.25,2027.34,19266.896386604334
REC005818,Battery,Shanghai,2023-12,146.1,6.6,9651.31,3983.16,3761.81,1038.15,19100.75145164757
REC005819,Body,Fremont,2024-06,164.1,8.2,10794.35,6497.68,2606.61,1781.39,20077.81102259401
REC005820,Chassis,Berlin,2023-08,140.9,6.8,9099.97,7556.03,3721.68,2502.42,20237.965641536834
REC005821,Battery,Shanghai,2024-06,166.9,4.7,15101.32,3217.4,2747.49,1597.95,18207.96633091792
REC005822,Body,Fremont,2024-11,146.1,3.4,16978.68,5241.61,4001.22,1390.31,24177.635224758684
REC005823,Paint,Austin,2024-10,150.3,7,13088.01,6934.93,4981.24,2445.21,31498.84590658207
REC005824,Assembly,Austin,2023-02,132,5.6,10428,3975.12,2218.61,3174.18,21297.124195444878
REC005825,Logistics,Berlin,2023-08,161.3,3,10662.77,3838.82,1961.04,2381.77,21343.71932592724
REC005826,Chassis,Shanghai,2023-10,162.8,6.7,13063.72,5775.41,1822.37,896.27,20019.89073681523
REC005827,Logistics,Austin,2023-09,160.3,8,13676.75,2600.15,1491.78,1945.64,20931.375908737857
REC005828,Assembly,Fremont,2024-12,142.8,5,12435.58,1936.01,2327.18,2692.25,19980.102334954812
REC005829,Logistics,Austin,2024-06,174.3,8.1,9840.72,500,2455.36,1277.84,13173.705357331735
REC005830,Paint,Austin,2023-08,158.4,6.5,15515.84,6029.74,3124.52,2916.5,28546.90461182639
REC005831,Body,Shanghai,2024-07,154.8,2.7,12377.63,7052.13,2517.63,2491.31,29071.58351
REC005832,Paint,Shanghai,2023-03,168,5.8,13383.35,5011.24,2413.27,2284.62,24686.22864
REC005833,Logistics,Fremont,2023-09,155.6,1.5,5685.03,6516.65,3162.03,605.68,16554.843452965295
REC005834,Paint,Berlin,2024-01,164.4,5.7,11346.48,1777.74,2782.5,2816.83,20941.956318263987
REC005835,Assembly,Berlin,2023-09,152.2,3,14131.27,5895.49,4175.05,2020.29,23578.633051527682
REC005836,Chassis,Austin,2024-08,168.2,5.4,8293.88,5216.16,4160.63,1465.76,19885.84837181156
REC005837,Paint,Fremont,2023-12,167.9,6.4,6759.18,3696.04,2409.55,1595.99,14030.283642754332
REC005838,Assembly,Berlin,2024-11,155.5,3.8,15394.45,5546.33,1699.22,1431.49,20421.53098435367
REC005839,Chassis,Berlin,2024-01,161.5,8.4,12377.49,7689.6,2716.5,2274.49,21123.631509530194
REC005840,Body,Austin,2023-08,159.8,3.2,12602.38,6369.68,2714.59,2081.28,21753.894207585414
REC005841,Logistics,Fremont,2024-03,158.7,0.7,13206.28,4088.65,5061.08,1688.1,23552.43706940229
REC005842,Body,Berlin,2024-01,148.1,4.9,12776.25,4095.32,2948.47,2454.26,19780.997733092463
REC005843,Battery,Shanghai,2024-09,149.5,7.7,3068.81,5631.55,2725.48,2048.06,13465.227246256707
REC005844,Assembly,Shanghai,2024-01,156.1,5,10780.1,5893.06,1002.53,1769.77,20459.670664084348
REC005845,Chassis,Austin,2024-05,160.7,3.8,11570.43,3807.87,3661.8,398.34,18059.733888815055
REC005846,Paint,Austin,2024-03,151.2,1.7,12484.54,7678.03,2758.05,3365.11,30081.44880700703
REC005847,Body,Austin,2024-10,160.1,3.9,12079.22,4913.8,3900.89,3741.78,27056.404185319923
REC005848,Chassis,Austin,2024-07,137.1,2.7,10709.54,6708.15,4464.2,1529.53,20772.369083758877
REC005849,Assembly,Berlin,2023-03,160,5.5,14643.08,4493.48,2074.81,1184.55,20207.996984237903
REC005850,Battery,Fremont,2024-02,160.8,5.7,11145.45,8284.16,3918.32,1744.64,28583.09210381694
REC005851,Body,Austin,2023-10,168.2,3.1,12554.22,5545.17,3673.05,1926.62,23408.90013706626
REC005852,Logistics,Austin,2024-05,174.2,4.3,16786.97,2242.16,2536.14,1959.47,24821.834779102817
REC005853,Chassis,Berlin,2023-08,166.8,7.9,7684.7,3711.82,1942.84,2457.25,17849.767796904765
REC005854,Logistics,Austin,2024-06,178,4.1,5199.62,5703.3,1959.22,1477.04,13531.531558782704
REC005855,Chassis,Austin,2023-12,159.7,4.1,13028.6,7286.7,2500.48,2341.6,23691.151668218376
REC005856,Chassis,Fremont,2024-05,160.5,5.4,13761.31,5254.52,3077.26,1362.24,25485.05078542814
REC005857,Assembly,Shanghai,2024-11,168.1,2.2,18532.1,3169.85,4115.85,1500.22,30134.65760103792
REC005858,Assembly,Austin,2023-11,158.9,6.9,12096.5,4869.8,4215.9,3270.64,27876.333526660343
REC005859,Assembly,Berlin,2023-09,156.7,4.2,11471.58,5573.71,2708.89,3707.35,25350.326793881053
REC005860,Paint,Fremont,2024-10,173.7,2.7,10421.25,6220.05,1540.31,1606.46,18952.461285664554
REC005861,Chassis,Berlin,2024-12,167.2,6.1,15255.08,7154.14,2144.04,1599.58,26570.779174513347
REC005862,Body,Fremont,2024-12,166.6,4,13527.22,6882.25,2743.55,2290.3,24473.708463933417
REC005863,Logistics,Fremont,2024-11,151.4,3.2,14462.13,4925.82,2426.06,369.74,22441.726633505856
REC005864,Assembly,Austin,2024-03,169.4,5.1,12829.94,2539.79,4374.94,3264.35,26777.233899986266
REC005865,Assembly,Austin,2023-09,160.8,7.1,14571.55,6418.69,2445.74,727.97,23852.834165107506
REC005866,Logistics,Austin,2023-12,150.1,4.2,16213.11,4259.82,1019.53,1244.11,24262.154779203025
REC005867,Logistics,Shanghai,2023-11,167,3.1,13787.54,7415.06,4050.51,1535.51,27060.218702995688
REC005868,Chassis,Shanghai,2024-05,148,0.5,10380.95,5986.54,3661.19,2954.64,21850.901412510408
REC005869,Assembly,Berlin,2023-06,135.9,2.1,9101.94,4677.45,2043.79,2916.03,17729.457548133076
REC005870,Logistics,Austin,2023-08,141.9,4,12466.06,8176.12,2897.27,1937.15,27583.46612953733
REC005871,Paint,Shanghai,2023-10,157.5,2.4,16540.39,5694.53,2138.57,2070.73,29453.039757729843
REC005872,Paint,Austin,2024-03,175.4,3.6,12618.66,6835.29,4820.1,1450.68,22607.72727
REC005873,Assembly,Shanghai,2023-04,163.1,8.9,7020.8,3885.1,1288.99,3057.54,14808.41270691326
REC005874,Logistics,Shanghai,2024-06,159,7.5,17332.41,3544.31,2004.45,1374.26,27516.37418712309
REC005875,Chassis,Fremont,2023-11,173.2,3.4,13383.98,1734.34,2535.45,1958.37,20026.667632662615
REC005876,Chassis,Austin,2023-09,165.1,5.3,11729.08,6369.6,3470.23,1631.24,22382.741931490214
REC005877,Chassis,Austin,2023-09,170.2,2.8,11496.96,4539.44,4064.55,2853.58,24883.74060732731
REC005878,Battery,Shanghai,2023-08,169.7,8.1,5085.37,8490.85,3938.15,1986.54,19207.31986269065
REC005879,Assembly,Austin,2023-03,156.9,5.1,9513.99,5453.18,3535.38,912.94,18939.289359648737
REC005880,Chassis,Shanghai,2024-09,157.7,7.1,9465.71,5465.02,1165.67,1301.13,14528.58094286952
REC005881,Paint,Austin,2024-06,151.7,3.4,13874.73,7068.82,2288.22,1198.82,21982.443466644847
REC005882,Logistics,Fremont,2024-02,168.3,8.2,11365.47,4702.18,3411.53,571.14,21691.35639896814
REC005883,Body,Austin,2023-03,147.7,4.1,15272,4270.57,3531.44,1908.43,26850.080865671003
REC005884,Body,Fremont,2024-05,151.1,1.5,5525.9,3223.7,2192.32,2705.7,12428.711827563517
REC005885,Chassis,Berlin,2023-04,159.3,4.7,18776.32,5093.13,2435.38,1660.75,27661.0614
REC005886,Body,Austin,2024-09,161.1,3.6,15728.63,5576.59,2683.58,1604.18,25358.774848889272
REC005887,Body,Austin,2024-06,165.9,7,13286.5,4218.65,4393.62,1167.06,24798.346357578735
REC005888,Battery,Austin,2024-03,159.6,3.8,10960.47,7116.01,3092.08,2572.44,22399.103577908027
REC005889,Paint,Fremont,2024-07,156.4,6.1,14366.21,2067.12,1918.25,2504.3,20793.563500092703
REC005890,Paint,Austin,2024-10,167.2,3.6,12265.94,6182.67,2124.38,1919.31,24006.098672280743
REC005891,Battery,Austin,2023-06,169.1,3.3,11404.41,3422.87,2883.79,2055.47,19914.226063123555
REC005892,Battery,Shanghai,2024-03,143,5,14241.69,6223.44,1543.28,782.92,17641.64825807486
REC005893,Body,Berlin,2023-07,170.7,6.1,14604.81,5206.15,1936.29,1819.16,26999.147562424347
REC005894,Assembly,Fremont,2023-12,156.7,1.9,13065.15,5224.2,3211.79,2099.96,24490.98082378758
REC005895,Logistics,Shanghai,2024-04,176,6.8,10565.95,5845.97,3140.55,2079.63,22849.56837243671
REC005896,Logistics,Fremont,2023-09,153.5,6.9,11637.57,6185.23,4408.78,1861.44,16610.696931525614
REC005897,Body,Shanghai,2024-08,150.1,4.4,7960.57,4573.67,2003.88,2116.14,16443.80267547437
REC005898,Logistics,Berlin,2023-05,166.5,4.6,7792.62,5551.34,3163.47,2531.25,22288.92510428702
REC005899,Battery,Shanghai,2023-11,181.3,0,10194.4,6080.84,4504.14,1960.49,22320.965759210118
REC005900,Paint,Fremont,2023-02,143.8,8.6,14909.29,7349.9,4039.59,1621.23,27105.525690675902
REC005901,Logistics,Austin,2024-10,168.4,4.4,12353.14,5778.5,4628.42,2586.28,25485.050843597735
REC005902,Body,Austin,2024-04,165.6,7.2,14860.37,4438.86,1421.29,2980.76,28524.83950666259
REC005903,Assembly,Berlin,2023-04,159.7,3.8,15874.51,7822.11,3660.27,1821.73,27819.006977286554
REC005904,Body,Fremont,2023-05,180.7,5,13087.29,6959.13,1736.26,2253.17,27129.229358299675
REC005905,Chassis,Fremont,2023-07,140.9,6,8889.89,6495.09,5439.49,2232.5,22280.369917645156
REC005906,Body,Fremont,2023-06,171.1,4.1,14437.75,5434.37,3972.84,1466.71,23899.806004791557
REC005907,Battery,Berlin,2024-12,169.7,1.9,8596.53,4931.02,3790.65,2438.73,19658.72550185756
REC005908,Paint,Austin,2024-10,172,4.7,10395.01,2689.47,2320.95,1066.6,14836.47023173703
REC005909,Paint,Shanghai,2023-10,170.7,2.2,16067,6811.94,3348.29,1431.1,25461.013144002663
REC005910,Logistics,Berlin,2024-02,162.4,3.3,11984.7,500,3464.09,1870.06,17733.06282786424
REC005911,Battery,Shanghai,2023-08,156.9,3.7,13383.53,5324.33,2342.43,2660.01,22968.370473425377
REC005912,Chassis,Austin,2024-02,153.9,5.2,5877.05,4572.93,3078.69,2472.68,15430.383645674698
REC005913,Battery,Berlin,2024-02,165.9,3.7,11048.2,5799.84,434.22,1972.01,18997.768191955864
REC005914,Body,Austin,2024-08,159.9,2.6,12846.22,4617,4900.38,2912.8,21778.868811001532
REC005915,Battery,Shanghai,2024-11,157.9,5.4,12285.99,5225.33,3582.74,1364.38,20685.582281825966
REC005916,Battery,Fremont,2023-03,154.5,6.3,14364.35,4220.07,2516.84,1904.98,24136.74301
REC005917,Chassis,Fremont,2023-01,155.9,2.2,10099.3,5197.02,3788.86,2578.99,19923.235291856978
REC005918,Body,Shanghai,2023-09,167.8,5,15441.8,3840.66,1236,1477.43,21641.67229149457
REC005919,Assembly,Fremont,2023-09,160.2,6.5,10612.73,4939.17,4030.5,2240.85,19385.612847122684
REC005920,Assembly,Shanghai,2024-10,172.1,5.2,12068.28,3760.34,2865.38,2562.95,25424.96902263855
REC005921,Paint,Berlin,2023-02,146.5,2.6,9037.06,7664.4,1197.9,890.79,19303.458592519077
REC005922,Logistics,Berlin,2024-04,166.2,5.5,13660.87,2629.8,3007.86,1136.77,20873.060359007224
REC005923,Battery,Berlin,2023-08,149.9,5,9723.89,3594.31,3927.45,1905.14,18084.510415336368
REC005924,Paint,Fremont,2023-06,172.1,5.3,12789.65,4438.41,3770.5,429.79,18337.937531435637
REC005925,Chassis,Austin,2024-11,172.4,5.1,14444.29,4269.5,3029.7,1467.89,23611.146995880717
REC005926,Assembly,Fremont,2024-01,145.9,1,14769.93,6245.22,3052.44,2356.7,26421.83898996527
REC005927,Battery,Fremont,2023-01,152.3,4.7,19854.66,5001.57,1827.3,2642.7,35974.696117185245
REC005928,Chassis,Austin,2024-07,152.8,6.9,12021.55,3857.88,2941.41,2305.67,18406.090787785397
REC005929,Logistics,Austin,2024-03,172.6,7.9,11072.74,4445.88,3482.23,797.64,20555.39958069938
REC005930,Chassis,Austin,2023-01,154.1,7,10115.12,5954.38,4381.29,1308.02,19252.681215841625
REC005931,Battery,Austin,2023-10,166.9,5.1,13843.7,1697.22,1706.39,1779.02,21127.14310821947
REC005932,Logistics,Fremont,2023-01,153.4,6.4,11616.79,3330.61,2486.43,2137.17,21573.053052676856
REC005933,Chassis,Shanghai,2023-12,170.8,6.1,9467.17,4489.87,3443.37,2347.4,22068.058400236674
REC005934,Logistics,Berlin,2023-11,171.7,4.5,9370.24,5326.7,928.69,2405.84,17190.121210228226
REC005935,Battery,Shanghai,2024-05,176.7,7.3,15768.69,4938.98,2548.03,2387.07,25503.962132078294
REC005936,Battery,Fremont,2023-04,158.3,3.7,14644.53,5353.61,4644.29,2665.05,28563.77376570006
REC005937,Logistics,Austin,2024-11,160,4.8,15969.18,4800.41,1673.87,1968.82,24985.620249440733
REC005938,Body,Berlin,2023-07,158.6,6.8,7721.19,6075.69,3558.23,1735.99,19926.515769888127
REC005939,Paint,Berlin,2023-12,160.3,3.2,10927.05,4558.65,3084.87,1685.5,19587.89993111863
REC005940,Chassis,Shanghai,2024-01,155.7,2.3,9255.71,3883.93,3101.26,1334.05,16142.128672982491
REC005941,Chassis,Fremont,2023-05,170.6,3.1,12401.71,3149.58,3482.71,3167.8,21421.606359541038
REC005942,Body,Fremont,2023-06,152.4,5.9,9628.62,4532.12,2444.61,2289.02,21969.44068616829
REC005943,Body,Fremont,2023-02,158.6,9.5,16190.77,4786.16,2781.95,1499.89,28324.304631378665
REC005944,Body,Berlin,2024-09,161.9,7.4,10928.82,4479.64,2938.12,1189.08,20960.528791920136
REC005945,Assembly,Shanghai,2023-07,164.9,6.6,17569.27,2518.32,3784.67,2143.49,28883.980336749977
REC005946,Assembly,Berlin,2024-02,148.1,8.1,14586.33,5398.54,3544.93,2400.62,24459.608636005243
REC005947,Logistics,Berlin,2024-10,157.5,5.6,14713.75,4964.52,3121.82,2386.54,28880.966153854264
REC005948,Assembly,Austin,2024-02,160.2,3.8,17183.44,5876.12,2245.42,2573.67,24314.27516026816
REC005949,Battery,Shanghai,2023-10,168,4.9,12207.82,4641.46,2132.32,2087.81,21109.72878632991
REC005950,Logistics,Austin,2023-04,157.9,4.5,14529.11,3467.63,1742.11,2506.84,22782.82313258062
REC005951,Chassis,Fremont,2023-03,159,3.1,12943.61,4826.53,2268.35,1936.58,18380.936082608856
REC005952,Paint,Berlin,2024-11,161.4,4.6,9634.34,7803.45,3330.3,2318.77,22065.86857888259
REC005953,Battery,Shanghai,2024-02,170.5,1.9,10104.97,3915.58,4338.37,1582.81,20491.162299941723
REC005954,Chassis,Fremont,2023-06,139.5,4.4,11394.84,4535.15,3145.27,1523.75,15373.875617269372
REC005955,Chassis,Shanghai,2024-11,161.1,4.8,13348.82,3626.88,2278.34,851.62,17598.927639225672
REC005956,Logistics,Berlin,2024-03,171.7,4.7,14256.64,4862.06,2993.74,1807.18,23721.566127902715
REC005957,Body,Shanghai,2023-08,151.7,8.4,13685.65,3694.1,2389.72,1810.86,20995.102045200867
REC005958,Body,Fremont,2023-05,152.5,5.4,13735.17,4560.64,3716.84,1316.8,20754.903126172347
REC005959,Battery,Austin,2023-03,172.2,8.5,11168.51,6656.31,1745.41,2312.45,23633.230596624744
REC005960,Body,Berlin,2023-03,156.5,2.3,5346.86,6070.33,3878.49,2054.23,20252.824061161024
REC005961,Chassis,Austin,2024-01,156.8,6.8,14290.03,4789.54,3624.5,2918.04,25005.00967395269
REC005962,Body,Berlin,2023-02,162.8,5.4,9607.11,4873.06,2279.25,2404.01,18283.893123217316
REC005963,Assembly,Fremont,2024-12,130.2,4.8,18466.92,6163.77,2251.38,1313.3,23226.42306742648
REC005964,Body,Berlin,2023-01,141.8,2.3,13033.02,2058.84,2557.95,3084.85,18873.865478278876
REC005965,Chassis,Austin,2023-12,165.8,5.7,16134.24,4233.62,3511.52,1578.43,20267.602136262398
REC005966,Logistics,Berlin,2023-08,157.6,9.5,8691.87,7114.72,2050.34,1398.04,15848.462158944647
REC005967,Battery,Fremont,2024-07,158.4,5.9,15387.6,6108.84,1559.99,3335.96,27293.38582376517
REC005968,Paint,Berlin,2023-09,153.4,4.9,14146.79,4635.97,2789.73,2352.86,24738.733082951185
REC005969,Body,Austin,2024-02,157.3,5.3,13131.7,1987,3735.43,1650.83,20583.262067400505
REC005970,Chassis,Fremont,2024-06,171.9,6.2,8846.89,2127.9,1287.05,2711.18,16036.491808461344
REC005971,Paint,Austin,2023-10,161.3,8.1,9887.08,2352.07,491.08,2491,16663.23308182831
REC005972,Paint,Berlin,2023-09,170.6,4.3,13964.74,3257.67,3690.26,2937.58,21219.014132686676
REC005973,Assembly,Shanghai,2023-06,158.5,5.4,9888.01,3596.17,3129.95,1206.44,16573.34448650565
REC005974,Paint,Austin,2023-01,160.2,5,9511.88,6469.87,2962.53,1576.87,23030.74671073517
REC005975,Logistics,Berlin,2023-05,163.3,4.1,10483.53,2812.68,2732.52,1719.94,18711.56482895028
REC005976,Chassis,Shanghai,2023-10,165.3,5.4,13507.47,3782.06,3000.15,2682.85,25056.601839710693
REC005977,Chassis,Shanghai,2024-01,151.5,8.1,16264.24,5790.22,3706.41,1445.02,27036.102047236032
REC005978,Body,Fremont,2024-10,159.7,3.7,13242.12,5120.7,4691.03,737.97,24243.16790425098
REC005979,Body,Shanghai,2024-11,153.2,5.7,15658.9,5576.69,3490.89,409.7,24577.783257519524
REC005980,Body,Austin,2023-04,175.1,5.8,11577.25,4864.88,2194.64,1550.2,21430.574088247507
REC005981,Logistics,Austin,2023-01,142.8,5,18116,6680.8,2707.81,2332.27,28671.692555033187
REC005982,Paint,Shanghai,2024-09,165.9,5.9,15992.86,5891.43,3006.81,2004.35,29131.719374935565
REC005983,Paint,Berlin,2023-02,152.3,5.8,14683.42,3299.38,3351.6,2265.99,22262.67268690527
REC005984,Assembly,Austin,2024-12,148.7,3.2,13371.14,3969.45,3365.94,2312.59,22743.866002103074
REC005985,Logistics,Austin,2023-04,157,4.9,13190,5240.24,3226.52,1450.97,19553.651823031167
REC005986,Body,Fremont,2024-05,172.9,5,7528.11,5037.6,4572.26,1935.77,15607.639523843314
REC005987,Battery,Berlin,2023-10,153.6,2.9,7386.19,6503.74,3606.43,2590.63,21568.82465543288
REC005988,Assembly,Shanghai,2024-11,142,5.1,13960.92,6740.24,1780.32,2178,23392.74957079403
REC005989,Battery,Berlin,2023-12,150.6,4.9,12217.95,6537.57,2975.87,1494.56,24531.44638126969
REC005990,Paint,Fremont,2023-02,161.2,9,13686.16,4797.83,4203.52,1912.04,22311.482531884685
REC005991,Assembly,Fremont,2023-03,143.8,3.4,8610.48,6594.61,2470.78,1447.59,18776.943071666017
REC005992,Assembly,Berlin,2024-02,167.2,7,16569.4,6795.98,2441.53,2341.75,29264.639446454246
REC005993,Chassis,Fremont,2024-03,144.2,5.9,11394.23,5235.46,2864.8,2272.52,21920.09462440656
REC005994,Paint,Fremont,2024-01,155.2,7.1,13140.5,2518.77,2813.44,2616.7,20615.594456642957
REC005995,Paint,Fremont,2023-09,168.2,3.4,10490.57,3446.02,2683.77,2011.34,18884.860739414074
REC005996,Logistics,Berlin,2023-02,155,1.2,12979.63,4218.96,2454.3,654.24,22070.930926209112
REC005997,Assembly,Fremont,2024-07,146.6,4.8,19149.05,4335.21,4251.65,2697.04,30107.371793853737
REC005998,Paint,Shanghai,2024-04,159.1,6.5,15472.68,3857.6,3314.77,1817.87,24945.32286952587
REC005999,Assembly,Shanghai,2023-11,155.1,4.4,10293.16,4405.46,2039.54,2227.85,19877.63585
REC006000,Logistics,Austin,2023-12,172.1,4.7,8981.49,5744.86,1711.46,1941.97,18040.26499828387
REC006001,Logistics,Shanghai,2023-01,168.2,9,13064.42,5345.82,2742.55,2022.13,19627.235522424642
REC006002,Chassis,Austin,2023-02,165.1,3.5,11008.77,4219.02,3366.72,2112.38,20058.252789700313
REC006003,Assembly,Berlin,2024-04,160.2,6.9,9968.13,5728.33,3257.65,685.61,16108.173034573048
REC006004,Paint,Fremont,2023-02,157.8,3,17962.52,5807.3,3345.69,1757.31,25916.60617219337
REC006005,Paint,Shanghai,2024-07,157.8,7.3,6065.25,5655.28,3749.15,2295.9,17018.311181902704
REC006006,Assembly,Austin,2023-10,142.9,4.9,14130.24,5072.54,2784.67,2145.43,27416.39327125134
REC006007,Assembly,Berlin,2024-07,160,6,17828.56,5459.74,4409.55,1752.52,29978.49414179597
REC006008,Assembly,Austin,2023-10,152.1,3.7,8520.56,4960.66,2706.7,1644.36,16551.284243475613
REC006009,Body,Fremont,2024-04,159.1,5.2,10749.17,4526.85,2241.57,1844.98,18739.63649290273
REC006010,Paint,Shanghai,2024-01,160.5,5.3,11013.7,5957.53,300,1900.76,19149.474320914946
REC006011,Logistics,Berlin,2024-04,155.1,2.2,16828.81,6396.11,3848.34,2930.98,27722.616259073744
REC006012,Paint,Austin,2024-06,169.3,4,11911.82,3789.16,1667.34,1588.01,23458.089968058095
REC006013,Body,Berlin,2024-12,149.3,5.5,18145.6,8491.99,4337.66,3415.71,34966.896497037975
REC006014,Assembly,Austin,2023-08,155.1,3.5,14555.45,3374.05,300,2074.43,20784.575999850855
REC006015,Chassis,Austin,2024-12,156.7,5.4,10943.24,4905.34,3155.18,2732.88,22758.722484802878
REC006016,Assembly,Fremont,2024-06,171.6,4.6,8614.96,5916.76,1952.35,2503.49,16064.67432949527
REC006017,Assembly,Fremont,2024-01,160.3,6.2,8967.27,5400.16,3477.38,2098.43,20775.160133752266
REC006018,Body,Austin,2023-07,159.8,4.7,13987.97,3539.58,2269.56,2135.91,23038.663905822043
REC006019,Paint,Shanghai,2024-09,168.7,9.8,19708.2,5316.23,4415.85,2610.23,31759.38302468157
REC006020,Assembly,Berlin,2024-11,154.8,1.1,10579.83,7257.6,1798.16,3033.07,25641.832401388387
REC006021,Paint,Berlin,2024-12,168.8,3.4,10073.92,4688.89,3163.32,1526.22,19136.00232149777
REC006022,Battery,Fremont,2024-06,164,6.4,13964.61,2864.02,3220.94,1364.44,21227.305006994597
REC006023,Logistics,Shanghai,2023-06,172.4,5.4,11410.88,2885.31,2344.78,1895.92,19148.516291239368
REC006024,Paint,Austin,2023-09,156.2,5.9,10606.9,6667.4,3886.06,1817.53,22687.170977902588
REC006025,Chassis,Fremont,2023-06,157.1,0,16657.66,4471.53,1741.15,2423.91,25955.82916618837
REC006026,Logistics,Austin,2024-06,161.4,4.6,16585.97,4952.32,3366.99,2041.06,26565.687953138407
REC006027,Chassis,Austin,2024-05,159.4,5,12858.61,5469.74,3719.58,1887.57,22721.79707546447
REC006028,Assembly,Fremont,2023-12,167.7,6.2,10044.77,1117.16,2034.06,1266.57,12614.19308079364
REC006029,Logistics,Shanghai,2023-03,157.8,5.7,13164.26,6556.96,3921.02,2540.95,25741.039346485897
REC006030,Paint,Berlin,2023-05,149.4,5,15074.22,7711.09,2779.24,2462.08,28471.749679628745
REC006031,Logistics,Fremont,2023-07,173.5,4.8,16040.89,4387.81,2230.9,1658.68,20548.522531994684
REC006032,Assembly,Shanghai,2023-10,179.2,2.5,15373.78,4821.98,2977.12,1672.21,25739.117881877686
REC006033,Body,Austin,2023-10,144.3,5.7,4233.63,6054.54,1959.31,2530.93,15668.871299422086
REC006034,Chassis,Fremont,2024-07,164.8,4.8,13475.58,4295.52,2757.54,2141.96,25720.23517301172
REC006035,Assembly,Berlin,2023-04,167.5,4.1,14312.24,6635.88,996.91,1674.43,25350.12930629621
